Key,Type,Desc,English,French,Spanish,German,Russian,Italian,Chinese Simplified,Japanese,Korean,Brazilian Portuguese,Turkish,Thai,Indonesian,Polish,Ukrainian,Arabic,Portuguese,Lithuanian
MENU/COOP/P1Raise,Text,,"P1, raise your hand

Hold <#FFFF7F><b>Mouse Button</b></color> or <#FFFF7F><b>Trigger</b></color>","J1, levez la main
 
 Maintenez le <#FFFF7F><b>bouton de souris</b></color> ou la <#FFFF7F><b>gâchette</b></color>","J1, levanta la mano
 
 Mantén el <#FFFF7F><b>Clic izquierdo</b></color> o el <#FFFF7F><b>gatillo</b></color>","P1, strecke deine Hand in die Luft
 
 Halte <#FFFF7F><b>Maustaste</b></color> oder <#FFFF7F><b>Auslöser</b></color> gedrückt","Игрок P1, поднимите руку.
 
 Нажмите и удерживайте <#FFFF7F><b>кнопку мыши</b></color> или <#FFFF7F><b>триггер</b></color>.","G1, alza la mano
 
 Tieni premuto il <#FFFF7F><b>pulsante del mouse</b></color> oppure il <#FFFF7F><b>grilletto</b></color>","玩家 1，请举手

 按住 <#FFFF7F><b>鼠标键</b></color> 或<#FFFF7F><b>触发键</b></color>","P1、手を上げてください
  
  <#FFFF7F><b>マウスボタン</b></color> または <#FFFF7F><b>トリガー</b></color>を長押ししてください","P1, 손을 드세요
  
  <#FFFF7F> <b>마우스 버튼</b> 또는 <#FFFF7F><b>트리거</b></color>길게 누르기","P1, levante a mão

Segure o <#FFFF7F><b>botão do mouse</b></color> ou o <#FFFF7F><b>gatilho</b></color>","P1, elini kaldır

<#FFFF7F><b>Fare Düğmesini</b></color> veya <#FFFF7F><b>Tetik Düğmesini</b></color> basılı tut","P1 ยกมือ

กด<#FFFF7F><b>ปุ่มเมาส์</b></color>หรือ<#FFFF7F><b>ทริกเกอร์</b></color>","P1, angkat tangan Kamu

Tahan <#FFFF7F><b>Tombol Mouse</b></color> atau <#FFFF7F><b>Pemicu</b></color>","G1, podnieś rękę

Przytrzymaj <#FFFF7F><b>Przycisk myszy</b></color> lub <#FFFF7F><b>drążek</b></color>","Гравець P1, підніміть руку

Утримуйте <#FFFF7F><b>кнопку миші</b></color> або <#FFFF7F><b>кнопку-тригер</b></color>","اللاعب الأول، ارفع يدك

امسك <#FFFF7F><b>زر الفأرة</b></color> أو <#FFFF7F><b>المشغل</b></color>","J1, levanta a mão

Mantém o <#FFFF7F><b>botão do rato</b></color> ou o <#FFFF7F><b>gatilho</b></color> premidos","P1, pakelk ranką

Laikyk <#FFFF7F><b>pelės mygtuką</b></color> arba <#FFFF7F><b>paleidiklį</b></color>"
MENU/COOP/P2Raise,Text,,"P2, raise your hand

Hold <#FFFF7F><b>Mouse Button</b></color> or <#FFFF7F><b>Trigger</b></color>","J2, levez la main
 
 Maintenez le <#FFFF7F><b>bouton de souris</b></color> ou la <#FFFF7F><b>gâchette</b></color>","J2, levanta la mano
 
 Mantén el <#FFFF7F><b>Clic izquierdo</b></color> o el <#FFFF7F><b>gatillo</b></color>","P2, strecke deine Hand in die Luft
 
 Halte <#FFFF7F><b>Maustaste</b></color> oder <#FFFF7F><b>Auslöser</b></color> gedrückt","Игрок P2, поднимите руку.
 
 Нажмите и удерживайте <#FFFF7F><b>кнопку мыши</b></color> или <#FFFF7F><b>триггер</b></color>.","G2, alza la mano
 
 Tieni premuto il <#FFFF7F><b>pulsante del mouse</b></color> oppure il <#FFFF7F><b>grilletto</b></color>","玩家 2，请举手

 按住 <#FFFF7F><b>鼠标键</b></color> 或<#FFFF7F><b>触发键</b></color>","P2、手を上げてください
  
  <#FFFF7F><b>マウスボタン</b></color> または <#FFFF7F><b>トリガー</b></color>を長押ししてください","P2, 손을 드세요
  
  <#FFFF7F> <b>마우스 버튼</b> 또는 <#FFFF7F><b>트리거</b></color>길게 누르기","P2, levante a mão

Segure o <#FFFF7F><b>botão do mouse</b></color> ou o <#FFFF7F><b>gatilho</b></color>","P2, elini kaldır

<#FFFF7F><b>Fare Düğmesini</b></color> veya <#FFFF7F><b>Tetik Düğmesini</b></color> basılı tut","P2 ยกมือ

กด<#FFFF7F><b>ปุ่มเมาส์</b></color>หรือ<#FFFF7F><b>ทริกเกอร์</b></color>","P2, angkat tangan Kamu

Tahan <#FFFF7F><b>Tombol Mouse</b></color> atau <#FFFF7F><b>Picu</b></color>","G2, podnieś swoją rękę

Przytrzymaj <#FFFF7F><b>Przycisk myszy</b></color> lub <#FFFF7F><b>drążek</b></color>","Гравець P2, підніміть руку

Утримуйте <#FFFF7F><b>кнопку миші</b></color> або <#FFFF7F><b>кнопку-тригер</b></color>","اللاعب الثاني، ارفع يدك

امسك <#FFFF7F><b>زر الفأرة</b></color> أو <#FFFF7F><b>المشغل</b></color>","J2, levanta a mão

Mantém o <#FFFF7F><b>botão do rato</b></color> ou o <#FFFF7F><b>gatilho</b></color> premidos","P2, pakelk ranką

Laikyk <#FFFF7F><b>pelės mygtuką</b></color> arba <#FFFF7F><b>paleidiklį</b></color>"
MENU/COOP/P2RaiseController,Text,,"P2, raise your hand

Hold <#FFFF7F><b>Trigger</b></color>","J2, levez la main
 
 Maintenez la <#FFFF7F><b>gâchette</b></color>","J2, levanta la mano
 
 Mantén el <#FFFF7F><b>gatillo</b></color>","P2, strecke deine Hand in die Luft
 
 Halte <#FFFF7F><b>Auslöser</b></color> gedrückt","Игрок P2, поднимите руку.
 
 Нажмите и удерживайте <#FFFF7F><b>триггер</b></color>.","G2, alza la mano
 
 Tieni premuto il <#FFFF7F><b>grilletto</b></color>","玩家 2，请举手

 按住 <#FFFF7F><b>触发键</b></color>","P2、手を上げてください
  
  <#FFFF7F><b>トリガー</b></color>を長押ししてください","P2, 손을 드세요
  
  <#FFFF7F> <b>트리거</b></color>길게 누르기","P2, levante a mão

Segure o <#FFFF7F><b>gatilho</b></color>","P2, elini kaldır

 <#FFFF7F><b>Tetik Düğmesini</b></color> basılı tut","P2 ยกมือ

กด<#FFFF7F><b>ทริกเกอร์</b></color>","P2, angkat tangan Kamu

Tahan <#FFFF7F> <b>Picu</b></color>","G2, podnieś rękę

Przytrzymaj <#FFFF7F><b>drążek</b></color>","Гравець P2, підніміть руку

Утримуйте <#FFFF7F><b>кнопку-тригер</b></color>","اللاعب الثاني، ارفع يدك

امسك <#FFFF7F><b>المشغل</b></color>","J2, levanta a mão

Mantém o <#FFFF7F><b>gatilho</b></color> premido","P2, pakelk ranką

Laikyk <#FFFF7F><b>paleidiklį</b></color>"
MENU/COOP/PLAY,Text,,PLAY,JOUER,JUGAR,SPIELEN,ИГРА,GIOCA,开始游戏,プレイ,플레이,JOGAR,OYNA,เล่น,MAIN,GRAJ,ГРАТИ,اللعب,JOGAR,ŽAISTI
MENU/COOP/RECONFIGURE,Text,,RECONFIGURE,RECONFIGURER,RECONFIGURAR,NEU KONFIGURIEREN,ПЕРЕНАСТРОЙКА,RICONFIGURA,重新配置,再設定,재구성,RECONFIGURAR,TEKRAR YAPILANDIR,กำหนดค่าใหม่,MENGKONFIGURASI ULANG,ZMIEŃ KONFIGURACJĘ,Перелаштувати,إعادة التكوين,RECONFIGURAR,KONFIGŪRUOTI PAKARTOTINAI
MENU/EXTRAS/Extras,Text,,Extras,Bonus,Extras,Extras,Дополнительно,Extra,额外内容,エクストラ,기타,Extras,Ekstralar,ของแถม,Ekstra,Dodatki,Додатково,الإضافات,Extras,Papildomos parinktys
MENU/EXTRAS/TUTORIAL LOG,Text,,TUTORIAL LOG,JOURNAL DU DIDACTICIEL,REGISTRO DEL TUTORIAL,TUTORIAL-VERLAUF,ДНЕВНИК ОБУЧЕНИЯ,DIARIO DEI TUTORIAL,教程日志,チュートリアルログ,튜토리얼 기록,LOG DO TUTORIAL,EĞİTİM GÜNLÜĞÜ,บันทึกบทสอน,LOG TUTORIAL,SAMOUCZEK,НАВЧАЛЬНИЙ ПОСІБНИК,السجل التعليمي,REGISTO DO TUTORIAL,MOKYMŲ ŽURNALAS
MENU/EXTRAS/VIDEOS,Text,,VIDEOS,VIDÉOS,VÍDEOS,VIDEOS,ВИДЕО,VIDEO,视频,ビデオ,비디오,VÍDEOS,VİDEOLAR,วิดีโอ,VIDEO-VIDEO,FILMY,ВІДЕО,مقاطع الفيديو,VÍDEOS,VAIZDO ĮRAŠAI
MENU/EXTRASLOG/Log,Text,,Log,Journal,Registro,Verlauf,Дневник,Diario,日志,ログ,기록,Log,Günlük,บันทึก,Log,Samouczek,Журнал,السجل,Registo,Žurnalas
MENU/EXTRASVIDEO/Pick a Video,Text,,Pick a Video,Choisissez une vidéo,Elige un vídeo,Wähle ein Video,Выбор видео,Scegli un video,选择一个视频,ビデオセレクト,비디오 선택,Escolha um vídeo,Video Seç,เลือกวิดีโอ,Pilih Video,Wybierz film,Виберіть відео,انتقاء فيديو,Escolhe um vídeo,Pasirinkti vaizdo įrašą
MENU/EXTRASVIDEO/PLAY,Text,,PLAY,JOUER,REPRODUCIR,SPIELEN,ВОСПРОИЗВЕДЕНИЕ,GIOCA,播放,再生,플레이,JOGAR,OYNA,เล่น,MAIN,ODTWÓRZ,ГРАТИ,اللعب,REPRODUZIR,ŽAISTI
MENU/KEYBOARDMOUSE/Autocenter,Text,,Autocenter,Centrer automatiquement,Centrado automático,Autozentrierung,Автоцентрирование,Centratura automatica,自动居中,オートセンター,오토센터,Centralizar automaticamente,Otomerkez,ศูนย์รวมอัตโนมัติ,Autocenter,Auto. środkowanie,Автоцентрування,مركز السيارات,Centrar automaticamente,Automatinis centravimas
MENU/KEYBOARDMOUSE/CONFIGURE KEYS,Text,,CONFIGURE KEYS,CONFIGURER LES TOUCHES,CONFIGURAR TECLAS,TASTENBELEGUNG,НАЗНАЧЕНИЕ КЛАВИШ,CONFIGURA TASTI,按键设定,キーコンフィグ,키 구성,CONFIGURAR TECLAS,TUŞLARI YAPILANDIR,คีย์การตั้งค่าคอนฟิก,KONFIGURASI TOMBOL,SKRÓTY KLAWISZOWE,НАЛАШТУВАТИ КЛАВІШІ,مفاتيح التكوين,CONFIGURAR AS TECLAS,KONFIGŪRUOTI KLAVIŠUS
MENU/KEYBOARDMOUSE/Invert Mouse,Text,,Invert Mouse,Inverser la souris,Invertir ratón,Maus invertieren,Инвертирование мыши,Inverti mouse,鼠标反转,マウス反転,마우스 반전,Inverter mouse,Ters Fare,เมาส์แบบอินเวิร์ท,Pembalikan Mouse,Odwróć mysz,Інверсія миші,عكس الفأرة,Inverter o rato,Invertuoti pelę
MENU/KEYBOARDMOUSE/Keyboard and Mouse,Text,,Keyboard and Mouse,Clavier et souris,Teclado y ratón,Tastatur und Maus,Клавиатура и мышь,Tastiera e mouse,键盘/鼠标,キーボード＆マウス,키보드 및 마우스,Teclado e mouse,Klavye ve Fare,แป้นพิมพ์และเมาส์,Keyboard dan Mouse,Klawiatura i mysz,Клавіатура і миша,لوحة المفاتيح والفأرة,Teclado e rato,Klaviatūra ir pelė
MENU/KEYBOARDMOUSE/Mouse Sensitivity,Text,,Mouse Sensitivity,Sensibilité de la souris,Sensibilidad del ratón,Mausempfindlichkeit,Чувствительность мыши,Sensibilità mouse,鼠标灵敏度,マウス感度,마우스 감도,Sensibilidade do mouse,Fare Hassasiyeti,ความไวของเมาส์,Sensitivitas Mouse,Czułość myszy,Чутливість миші,حساسية الفأرة,Sensibilidade do rato,Pelės jautrumas
MENU/LEVELSELECT/Pick a Dream,Text,,Pick a Dream,Choisissez un rêve,Elige un sueño,Wähle einen Traum,Выбор сна,Scegli un sogno,选择一个梦境,ステージセレクト,꿈 선택,Escolha um sonho,Rüya Seç,เลือกความฝัน,Pilih Mimpi,Wybierz sen,Виберіть сон,انتقاء حلم,Escolhe um sonho,Pasirinkti sapną
MENU/LEVELSELECT/PLAY,Text,,PLAY,JOUER,JUGAR,SPIELEN,ИГРА,GIOCA,开始游戏,はじめる,플레이,JOGAR,OYNA,เล่น,MAIN,GRAJ,ГРАТИ,اللعب,JOGAR,ŽAISTI
MENU/MAIN/CUSTOMIZE,Text,,CUSTOMIZE,PERSONNALISER,PERSONALIZAR,ANPASSEN,НАСТРОЙКА,PERSONALIZZA,定制,エディット,사용자 지정,PERSONALIZAR,ÖZELLEŞTİR,ปรับแต่ง,UBAH SUAI,DOSTOSUJ,ПЕРСОНАЛІЗУВАТИ,تخصيص,PERSONALIZAR,PERSONALIZUOTI
MENU/MAIN/EXIT,Text,,EXIT,QUITTER,SALIR,VERLASSEN,ВЫХОД,ESCI,离开,やめる,나가기,SAIR,ÇIKIŞ,ออก,KELUAR,WYJDŹ,ВИЙТИ,خروج,SAIR,IŠEITI
MENU/MAIN/EXTRAS,Text,,EXTRAS,BONUS,EXTRAS,EXTRAS,ДОПОЛНИТЕЛЬНО,EXTRA,额外内容,エクストラ,기타,EXTRAS,EKSTRALAR,ของแถม,EKSTRA,DODATKI,ДОДАТКОВО,الإضافات,EXTRAS,PAPILDOMOS PARINKTYS
MENU/MAIN/PLAY,Text,,PLAY,JOUER,JUGAR,SPIELEN,ИГРА,GIOCA,开始游戏,はじめる,플레이,JOGAR,OYNA,เล่น,MAIN,GRAJ,ГРАТИ,اللعب,JOGAR,ŽAISTI
MENU/OPTIONS/AUDIO,Text,,AUDIO,AUDIO,SONIDO,AUDIO,ЗВУК,AUDIO,声音,オーディオ,오디오,ÁUDIO,SES,เสียง,AUDIO,DŹWIĘK,АУДІО,صوت,ÁUDIO,GARSAS
MENU/OPTIONS/CONTROLS,Text,,CONTROLS,COMMANDES,CONTROLES,STEUERUNG,УПРАВЛЕНИЕ,COMANDI,操控,ゲーム操作,제어,CONTROLES,KONTROLLER,การควบคุม,KONTROL,STEROWANIE,КЕРУВАННЯ,عناصر التحكم,CONTROLOS,VALDIKLIAI
MENU/OPTIONS/Title,Text,,Options,Options,Opciones,Optionen,Опции,Opzioni,设置,オプション,옵션,Opções,Seçenekler,ตัวเลือก,Pilihan,Opcje,Опції,خيارات,Opções,Parinktys
MENU/OPTIONS/VIDEO,Text,,VIDEO,VIDÉO,IMAGEN,VIDEO,ВИДЕО,VIDEO,画面,画面の明るさ,비디오,VÍDEO,GÖRÜNTÜ,วิดีโอ,VIDEO,OBRAZ,ВІДЕО,فيديو,VÍDEO,VAIZDAS
MENU/PAUSE/EXIT TO LOBBY,Text,,EXIT TO LOBBY,QUITTER VERS LE SALON,SALIR A LA SALA,ZURÜCK ZUR LOBBY,ВЫХОД В ЛОББИ,VAI ALLA LOBBY,退到大厅,ロビーへ戻る,로비로 나가기,SAIR PARA O LOBBY,LOBİYE ÇIK,ออกไปที่ล็อบบี้,KELUAR KE LOBI,WYJDŹ DO LOBBY,ВИЙТИ В ЛОБІ,,SAIR PARA A SALA DE ESPERA,IŠEITI Į VESTIBIULĮ
MENU/PAUSE/EXIT TO MAIN MENU,Text,,EXIT TO MAIN MENU,MENU PRINCIPAL,SALIR AL MENÚ PRINCIPAL,ZUM HAUPTMENÜ VERLASSEN,ВЫХОД В ГЛАВНОЕ МЕНЮ,VAI AL MENU PRINCIPALE,返回至主菜单,メインメニューへ戻る,메인 메뉴로 나가기,SAIR PARA O MENU PRINCIPAL,ANA MENÜYE DÖN,ออกจากหน้านี้ไปยังเมนูหลัก,KELUAR KE MENU UTAMA,WRÓĆ DO MENU GŁÓWNEGO,ВИЙТИ В ГОЛОВНЕ МЕНЮ,الخروج إلى القائمة الرئيسية,SAIR PARA O MENU PRINCIPAL,IŠEITI Į PAGRINDINĮ MENIU
MENU/PAUSE/Game Paused,Text,,Game Paused,Jeu en pause,Partida en pausa,Spiel pausiert,Пауза,Pausa,暂停中,ポーズメニュー,게임 일시 중지,Jogo pausado,Oyun Duraklatıldı,เกมหยุดชั่วคราว,Permainan Dijeda,Zatrzymano grę,Пауза,إيقاف اللعبة بشكل مؤقت,Jogo pausado,"Žaidimasi
pristabdytas"
MENU/PAUSE/LOAD CHECKPOINT,Text,,LOAD CHECKPOINT,CHARGER SAUVEGARDE,CARGAR PUNTO DE CONTROL,KONTROLLPUNKT LADEN,ЗАГРУЗКА КОНТРОЛЬНОЙ ТОЧКИ,CARICA CHECKPOINT,载入保存点,チェックポイントから,체크포인트 로딩하기,CARREGAR PONTO DE VERIFICAÇÃO,KONTROL NOKTASI YÜKLE,โหลดด่านตรวจ,MUAT CHECKPOINT,ZAŁADUJ PUNKT KONTROLNY,ЗАВАНТАЖИТИ КОНТРОЛЬНУ ТОЧКУ,تحميل نقطة تفتيش,CARREGAR PONTO DE CONTROLO,ĮKELTI KONTROLINĮ TAŠKĄ
MENU/PAUSE/RELOAD LEVEL,Text,,RELOAD LEVEL,RECHARGER LE NIVEAU,RECARGAR NIVEL,LEVEL NEU LADEN,ПЕРЕЗАГРУЗИТЬ УРОВЕНЬ,RICARICA LIVELLO,重载关卡,レベル再ロード,레벨 다시 불러오기,RECARREGAR NÍVEL,SEVİYEYİ YENİDEN YÜKLE,โหลดด่านอีกครั้ง,MUAT ULANG LEVEL,WCZYTAJ PONOWNIE POZIOM,ПЕРЕЗАВАНТАЖИТИ РІВЕНЬ,,RECARREGAR NÍVEL,IŠ NAUJO PALEISTI LYGĮ
MENU/PAUSE/RESTART LEVEL,Text,,RESTART LEVEL,RECOMMENCER NIVEAU,REINICIAR NIVEL,LEVEL NEU STARTEN,УРОВЕНЬ ЗАНОВО,RIAVVIA LIVELLO,重新开始关卡,はじめから,레벨 다시 시작,REINICIAR NÍVEL,SEVİYEYİ YENİDEN BAŞLAT,เริ่มต้นระดับใหม่,MULAI ULANG LEVEL,ZRESTARTUJ POZIOM,ПОЧАТИ РІВЕНЬ ЗАНОВО,مستوى إعادة التشغيل,RECOMEÇAR NÍVEL,PRADĖTI LYGĮ
MENU/PAUSE/RESUME,Text,,RESUME,REPRENDRE,REANUDAR,FORTFAHREN,ВОЗВРАТ К ИГРЕ,RIPRENDI,继续,つづける,재개,PROSSEGUIR,DEVAM ET,เริ่มต้นใหม่,TERUSKAN,WZNÓW,ПРОДОВЖИТИ,استئناف,RETOMAR,TĘSTI ŽAIDIMĄ
MENU/PLAY/CONTINUE,Text,,CONTINUE,CONTINUER,CONTINUAR,WEITER,ПРОДОЛЖЕНИЕ,CONTINUA,继续,つづきから,계속하기,CONTINUAR,DEVAM ET,ดำเนินการต่อไป,LANJUTKAN,KONTYNUUJ,ПРОДОВЖИТИ,متابعة,CONTINUAR,TĘSTI ŽAIDIMĄ
MENU/PLAY/Play Game,Text,,Play Game,Jouer,Jugar partida,Spiel starten,Игра,Gioca partita,开始游戏,1P / 2P モード,게임 시작,Jogar,Oyun Oyna,เล่นเกม,Mainkan,Graj,Розпочати гру,لعب اللعبة,Jogar,Žaisti žaidimą
MENU/PLAY/SELECT LEVEL,Text,,SELECT LEVEL,SÉLECTION DU NIVEAU,SELECCIONAR NIVEL,LEVEL WÄHLEN,ВЫБОР УРОВНЯ,SELEZIONA LIVELLO,选择关卡,ステージセレクト,레벨 선택,SELECIONAR NÍVEL,SEVİYE SEÇ,เลือกระดับ,PILIH LEVEL,WYBIERZ POZIOM,ВИБРАТИ РІВЕНЬ,تحديد المستوى,SELECIONAR NÍVEL,PASIRINKTI LYGĮ
MENU/PLAY/START NEW GAME,Text,,START NEW GAME,COMMENCER UNE NOUVELLE PARTIE,INICIAR PARTIDA NUEVA,NEUES SPIEL STARTEN,НАЧАЛО НОВОЙ ИГРЫ,INIZIA NUOVA PARTITA,开始新游戏,ニューゲーム,새로운 게임 시작하기,INICIAR NOVO JOGO,YENİ OYUNA BAŞLA,เริ่มเกมใหม่,MULAI PERMAINAN BARU,ROZPOCZNIJ NOWĄ GRĘ,РОЗПОЧАТИ НОВУ ГРУ,بدء لعبة جديدة,COMEÇAR JOGO NOVO,PRADĖTI NAUJĄ ŽAIDIMĄ
